Year	Venue   	Note   	Title	URL	Annotators 1 and 2	Complete	# Annotations	Reviewed for agreement	Comments	Justification score	Kind of task	Negative potential?	Value Totals																																																																									
													General																							Performance												Advances understanding in the field								Practical application											User rights									Principles							Additional			
										Is the societal need/justification for this paper well-defended?                                                                                        0=Doesn't rigorously justify how it achieves internal goal                                                                              1=Justifies how it achieves internal goal but no mention of any societal need                                                                                                                                                                              2=States but does not justify how it connect to a societal need                                                                                         3=States and somewhat justifies how it connects to a societal need                                                                                                                                                                          4=States and rigorously justifies how it connects to a a societal need	"At a high level, what task does this paper say it is engaged in? (Classification, Prediction, Generation, Understanding, Defenses, Transparency, Something else?)"	To what extent does the paper engage with negative potential?                                                                                       0=Doesn't mention negative potential                                                                            1=Only mentions negative potential                                                                                        2=Discusses negative potential                                                                                                                                                                         3=Deepens our understanding of negative potential	Novelty	Simplicity	Generalization	Flexibility/Extensibility	Robustness	Realistic output	Formal description/analysis	Theoretical guarantees	Approximation	Quantitative evidence (e.g. experiments)	Qualitative evidence (e.g. examples)	Scientific methodology	Controllability (of model owner)	Human-like mechanism	Low cost	Large scale	Promising	Generality	Principled	Exactness	Preciseness	Concreteness	Automatic	Performance	Accuracy	Avoiding train/test discrepancy	State-of-the-art	Efficiency	Reduced training time	Memory efficiency	Data efficiency	Label efficiency (reduced need for labeled data)	Energy efficiency	Effectiveness	Successful	Building on classic work	Building on recent work	Unifying ideas or integrating components	Identifying limitations	Critique	Understanding (for researchers)	Improvement	Progress	Used in practice/Popular	Reproducibility	Easy to implement	Requires few resources	Parallelizability / distributed	Facilitating use (e.g. sharing code)	Scales up	Applies to real world	Learning from humans	Practical	Useful	Interpretable (to users)	Transparent (to users)	Privacy	Fairness	Not socially biased	User influence	Collective influence	Deferral to humans	Critiqability	Beneficence	Non-maleficence	Justice	Respect for Persons	Autonomy (power to decide)	Explicability	Respect for Law and public interest	Security	Easy to work with	Realistic world model	Fast
																																																																																						
2019	NeurIPS		XLNet: Generalized Autoregressive Pretraining for Language Understanding	http://papers.nips.cc/paper/8812-xlnet-generalized-autoregressive-pretraining-for-language-understanding	Ravit	done	2			1	NLP	0	1	0	4	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	2	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		XLNet: Generalized Autoregressive Pretraining for Language Understanding	http://papers.nips.cc/paper/8812-xlnet-generalized-autoregressive-pretraining-for-language-understanding	Abeba	done				1	"NLP, generalization"	0	3	0	5	2	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	7	0	2	2	0	0	0	0	1	0	2	2	5	7	3	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
																																																																																						
2019	NeurIPS		Cross-lingual Language Model Pretraining	http://papers.nips.cc/paper/8928-cross-lingual-language-model-pretraining	Ria	done	2		"Re unusually high justificatory chain score: It justifies how it achieves its internal goal of improved XLU and it shows it improves the application of this work in non-English contexts as well as low-resource languages, but it does not get concrete about the societal need for multilingual models. In fact, large multilingual models are frequently used e.g. by the military for intel. Still, I think it justifies achieving its stated societal need, even if I believe that societal need is not sufficiently discussed or given nuance."	4	Translation	0	4	0	4	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	9	1	0	0	2	0	0	3	0	0	1	0	0	0	0	8	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		Cross-lingual Language Model Pretraining	http://papers.nips.cc/paper/8928-cross-lingual-language-model-pretraining	Ravit	done				4	Translation/Language understanding	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	10	1	0	0	0	0	0	3	0	1	1	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																						
2019	NeurIPS		"Adversarial Examples Are Not Bugs, They Are Features"	http://papers.nips.cc/paper/8307-adversarial-examples-are-not-bugs-they-are-features.pdf	Michelle	done	2		NEED TO REANNOTATE	1	understanding	0	0	0	0	0	17	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		"Adversarial Examples Are Not Bugs, They Are Features"	http://papers.nips.cc/paper/8307-adversarial-examples-are-not-bugs-they-are-features.pdf	Dallas	done		done		1	understanding	0	1	0	4	0	20	0	7	3	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	6	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																						
2019	NeurIPS		Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent	http://papers.nips.cc/paper/9063-wide-neural-networks-of-any-depth-evolve-as-linear-models-under-gradient-descent.pdf	Ria	done	2			0	Understanding	0	1	4	9	0	1	0	21	0	0	6	0	1	0	0	0	1	0	0	0	4	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	4	12	1	0	20	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2019	NeurIPS		Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent	http://papers.nips.cc/paper/9063-wide-neural-networks-of-any-depth-evolve-as-linear-models-under-gradient-descent.pdf	Willie	done				1	Understanding	0	1	5	6	2	1	0	14	6	3	6	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	5	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																						
2019	NeurIPS		MixMatch: A Holistic Approach to Semi-Supervised Learning	http://papers.nips.cc/paper/8749-mixmatch-a-holistic-approach-to-semi-supervised-learning	Michelle	done	2			2	"describing (a new algorithm), prediction"	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	3	4	1	3	0	0	0	1	7	0	2	2	0	5	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		MixMatch: A Holistic Approach to Semi-Supervised Learning	http://papers.nips.cc/paper/8749-mixmatch-a-holistic-approach-to-semi-supervised-learning	Abeba	done				1	describing (a new algorithm)	0	3	1	3	2	0	0	0	0	0	3	2	0	0	0	2	2	0	0	0	0	0	0	0	2	2	1	3	0	0	0	4	10	0	2	2	0	2	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																						
2019	NeurIPS		"PyTorch: An Imperative Style, High-Performance Deep Learning Library"	http://papers.nips.cc/paper/9015-pytorch-an-imperative-style-high-performance-deep-learning-library	Dallas	done	1			1	describing (a new system)	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		"PyTorch: An Imperative Style, High-Performance Deep Learning Library"	http://papers.nips.cc/paper/9015-pytorch-an-imperative-style-high-performance-deep-learning-library	Ria																																																																																	
																																																																																						
2019	NeurIPS		On Exact Computation with an Infinitely Wide Neural Net	http://papers.nips.cc/paper/9025-on-exact-computation-with-an-infinitely-wide-neural-net	Dallas	done	2		unusually bad writing	1	understanding	0	3	0	5	0	0	0	2	5	2	5	0	0	0	0	0	0	0	0	0	3	0	0	0	11	1	0	0	2	0	0	0	0	0	0	0	3	2	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	NeurIPS		On Exact Computation with an Infinitely Wide Neural Net	http://papers.nips.cc/paper/9025-on-exact-computation-with-an-infinitely-wide-neural-net	Michelle	done				1	"understanding, classification"	0	4	1	3	0	0	0	3	4	2	6	0	0	0	0	0	0	0	0	0	3	0	0	0	7	2	1	1	3	0	0	0	0	0	0	0	2	3	4	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																																																																						
2019	NeurIPS		Unified Language Model Pre-training for Natural Language Understanding and Generation	http://papers.nips.cc/paper/9464-unified-language-model-pre-training-for-natural-language-understanding-and-generation	Willie	done	2			1	"Classification, prediction, generation"	0	1	0	0	9	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	1	0	2	5	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
